지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
131,2021-06-12,25.2,19.4,726,31,1449,,,,,,,4.9,70,1105,2.7,70,913,1.2,1077,18.8,44,1527,69.9,21.7,1004.8,1014,813,1009,1811,1011.4,14.6,8.3,1400,3.48,24.96,,,,,,5.3,2.6,28.5,18.8,,,,,,,,,,4.5,6.4,,
131,2021-06-13,25.5,21.7,514,31.2,1605,,,,,,,5.9,320,1842,3.2,290,1845,1.4,1237,19,46,1734,68.9,22,1001.7,1011.1,430,1005.1,1656,1008.3,14.7,6.6,1300,3.42,23.52,,,,,,4.5,4.5,29.8,20.7,,,,,,,,,,4.8,6.8,,
131,2021-06-14,25.1,20.2,436,30.3,1451,,,,,,,4.8,140,1243,2.8,160,1251,1.3,1144,19.2,52,1521,71.3,22.2,999,1007.9,617,1003.5,1755,1005.6,14.7,6,1400,2.51,19.23,,,,,,7.6,3.4,29.8,19.7,,,,,,,,,,3.6,5.1,,
131,2021-06-15,23.7,22.4,2146,25.8,1734,3.95,0,,0,,0,7.7,90,2338,4.1,70,1833,2.1,1853,17,57,1739,66.6,19.4,997.4,1005.3,15,1002.6,1718,1004.1,14.7,.2,1400,1.6,9.97,,,,,,9.6,4.6,24.8,21.3,,,,,,,,,,3.1,4.4,0,
131,2021-06-16,24.9,22.1,2358,28.5,1648,,,,,,,10.8,90,904,5.8,70,1615,3.2,2736,16,46,1300,58.1,18.1,998.3,1007.3,2346,1003.1,238,1004.9,14.7,6.1,1200,3.2,20.7,,,,,,5.1,5.1,29.5,20.3,,,,,,,,,,4.6,6.5,,
131,2021-06-17,22.5,20.6,255,25.2,1419,3.45,0,,0,,0,5,50,345,3.4,90,351,1.7,1464,16.4,57,1119,69,18.7,999.4,1008.2,759,1004.8,1711,1006.1,14.7,.7,1100,2.73,12.49,,,,,,9.3,4.9,25.6,18.7,,,,,,,,,,2.3,3.2,1.3,
131,2021-06-18,21.6,19.5,537,24.2,1700,9.05,.4,529,.7,439,1.3,5.6,270,1408,3,270,1411,1.5,1286,18.6,73,1705,83.8,21.4,995.3,1005,1,1000.1,1655,1002,14.7,.7,1500,1.07,9.03,,,,,,9.4,6.8,23.2,19.3,,,,,,,,,,1.9,2.7,0,
131,2021-06-19,23.6,18.7,543,29.8,1627,,,,,,,4.6,290,1357,2.6,250,1403,1.3,1099,16.4,36,1507,67,18.8,994.7,1002.7,756,999.6,1531,1001.4,14.7,10.1,1200,3.58,26.99,,,,,,2.6,2.1,28.8,17.4,,,,,,,,,,5.2,7.5,,
131,2021-06-20,24.9,19.1,527,31,1530,.25,.6,1335,.6,1335,.6,9.1,270,1536,4.5,250,1541,1.9,1630,15.8,29,1548,60.5,18,994.9,1002.9,810,1000.1,1647,1001.5,14.7,11.5,1100,3.44,26.76,,,,,,3,.5,30.8,16.6,,,,,,,,,,5.5,7.9,.6,
131,2021-06-21,25,20.3,532,30.6,1447,,,,,,,7.1,320,1654,4.2,290,1654,1.6,1369,14.8,29,1636,56.4,17,997.9,1007.2,2320,1002.5,1,1004.5,14.7,11.2,1200,3.32,28.67,,,,,,2.3,1.8,32.2,18.7,,,,,,,,,,5.8,8.2,0,
131,2021-06-22,23.7,19.5,525,29.4,1630,.08,0,,0,,0,6.8,230,1827,4.2,20,2305,1.4,1226,15.5,32,1631,61.8,17.6,1001.8,1010.6,2312,1006.8,14,1008.5,14.7,6.1,1100,2.81,20.63,,,,,,6.4,4.9,29.8,17.5,,,,,,,,,,4.1,5.9,,
131,2021-06-23,21.6,19.1,535,24.2,1204,1.08,.3,1229,.3,1225,.3,4.9,140,1729,3,70,949,1.5,1293,16.5,62,1150,73.5,18.8,1004,1012.4,2231,1009.6,242,1010.7,14.7,.1,1000,1.35,8.99,,,,,,6.8,6,23.6,17.6,,,,,,,,,,2,2.9,.3,
131,2021-06-24,23.5,18.7,538,28.5,1536,.67,0,,0,,0,4.4,250,1556,2.6,250,1615,1.2,1018,17,46,1412,68.5,19.4,1004.7,1013,809,1009.2,1731,1011.4,14.7,7.5,1300,3.04,21.5,,,,,,5.8,4.5,30.2,17.5,,,,,,,,,,4.1,5.9,0,
131,2021-06-25,25,20.2,522,31.2,1556,1.57,1,2336,1.9,2331,1.4,6.9,320,1839,3.6,290,1918,1.5,1256,17.1,37,1557,64.5,19.6,1004,1012.4,55,1007.9,1716,1010.7,14.7,10.5,1300,3.32,26.15,,,,,,4.5,3.5,34.4,18,,,,,,,,,,4.7,6.8,14.2,
131,2021-06-26,22.5,19.1,911,26.5,1612,10.83,3.5,237,5.1,155,12.9,5.2,270,239,3.1,50,1653,1.3,1137,17.8,54,1544,76.3,20.4,1003.9,1012.5,904,1008.9,1714,1010.7,14.7,5.5,1400,2.62,15.6,,,,,,6.6,4.1,26.2,19.1,,,,,,,,,,3.2,4.5,.1,
131,2021-06-27,25.2,20.1,507,29.7,1708,,,,,,,4.3,90,2103,2.8,90,2105,1.1,983,17.8,44,1737,65.4,20.4,1000.4,1009.7,1,1004.6,1717,1007.1,14.7,7.2,900,2.11,17.6,,,,,,5.5,3.9,28.3,18.8,,,,,,,,,,3.7,5.2,0,
131,2021-06-28,24.7,21.3,2046,29,1336,1.5,1.8,2031,3.4,1955,3.4,12.8,90,1950,7,70,1952,1.5,1316,17.8,51,1850,66.5,20.4,998.5,1006.5,29,1002.9,1702,1005.2,14.7,5.7,1200,3.35,19.57,,,,,,7.1,4.6,27.1,20.7,,,,,,,,,,3.8,5.4,3.4,
131,2021-06-29,24.4,20.7,338,29.6,1344,1.77,10,1906,17.2,1850,17.3,5.9,270,1444,3.2,250,1451,1,887,18.9,50,1709,73,21.8,999,1007.5,2349,1004.2,1532,1005.7,14.7,8.2,1100,3.28,21.66,,,,,,5.5,3.6,27.7,19.2,,,,,,,,,,3.7,5.3,17.3,
131,2021-06-30,25,21.3,506,30.3,1732,.18,0,,0,,0,6.8,70,2013,4.3,90,2019,1.1,947,19.9,52,1701,74.9,23.3,1000.2,1008.7,1044,1005,1803,1006.9,14.6,5.4,1300,2.32,17.14,,,,,,6.9,5.4,27.1,21.3,,,,,,,,,,3.5,5,0,
131,2021-07-01,27.3,21.7,529,31.6,1616,,,,,,,5.5,20,1338,2.9,290,1907,1.3,1113,20,47,1838,66.4,23.4,999.9,1007.9,653,1004.5,1651,1006.5,14.6,9.3,1200,2.93,22.58,,,,,,2,.6,29.5,20.8,,,,,,,,,,4.2,6,,
131,2021-07-02,27.3,23.8,531,32.1,1531,,,,,,,7.7,90,1814,4.7,70,1823,1.9,1627,17.3,38,1513,55.5,19.8,1002,1010.8,2254,1007,18,1008.7,14.6,7,1200,3.51,22.4,,,,,,3.8,.8,30.6,20.5,,,,,,,,,,5.4,7.7,,
131,2021-07-03,24.1,21.6,2018,27,1159,11,4.3,1911,10.9,1903,34.4,10.1,90,1356,5.5,110,1401,2.5,2153,18.5,59,1047,72.1,21.3,999.4,1010.5,1,1000.9,2350,1006,14.6,.3,900,1.32,8.84,,,,,,9.3,5.4,24.3,21.3,,,,,,,,,,2.2,3.1,42.7,
131,2021-07-04,23.6,21.8,3,25.6,1330,5.08,2.3,2,4.9,2,8.3,8.5,230,435,4,250,432,2.1,1781,20.2,73,1351,81.9,23.7,998.6,1010.6,2352,999.9,232,1005.2,14.6,.4,1300,1.15,9.37,,,,,,9.4,8.3,25.7,21.6,,,,,,,,,,1.9,2.7,0,
131,2021-07-05,23.7,21.6,245,26.8,1440,3.42,.5,2138,2,2135,2.2,4.8,250,1456,2.3,230,1608,1.1,955,19.4,63,1306,77.6,22.5,1003.3,1011.5,947,1008.1,2051,1010,14.6,.1,1200,1.92,13.5,,,,,,9.6,5.6,25.9,20.8,,,,,,,,,,2.5,3.6,2.2,
131,2021-07-06,24.2,21.7,20,27.8,1324,6.17,1.4,2334,3.8,2302,7.4,5.2,270,1357,2.7,250,1414,1,878,21.1,70,1331,83.6,25.1,1000.7,1008.9,2303,1006.4,339,1007.4,14.6,1.4,900,1.68,12.22,,,,,,9,6.9,26.6,21.5,,,,,,,,,,2.2,3.1,44.6,
131,2021-07-07,25.8,22.7,604,28.3,1503,12.65,6.4,135,14.8,115,38.3,5.2,50,612,2.5,50,613,.9,813,22.9,74,1411,84.4,27.9,1000.4,1009.3,1055,1004.7,1719,1007.1,14.6,.3,900,1.46,10.67,,,,,,9.9,6.9,28.4,22.7,,,,,,,,,,2.1,2.9,28.4,
131,2021-07-08,26.3,23.1,341,31.5,1631,6.03,4.4,135,16.1,48,27.3,5.9,320,154,2.9,250,2058,1.2,1027,21.7,55,1654,77.1,25.9,998.7,1006.6,936,1003.2,1755,1005.3,14.6,5.5,1400,3.23,18.46,,,,,,8.4,7.8,30.4,23.1,,,,,,,,,,3.4,4.9,4.5,
131,2021-07-09,26.3,22.6,406,31.2,1525,3.45,2.1,329,3.5,322,4.5,5.9,270,1627,3.2,270,1709,1.2,1065,21.4,54,1543,75.6,25.4,998.8,1007.4,2341,1003.6,1614,1005.4,14.5,6.4,1200,3.1,19.49,,,,,,7.1,6.4,28.8,22.6,,,,,,,,,,4,5.8,0,
131,2021-07-10,27.1,24.2,503,30.8,1653,1,.5,2046,.5,2046,.5,6.9,250,1355,3.7,250,1336,1.6,1342,21.7,58,1441,73.4,26,1001,1010.2,2217,1005.9,1637,1007.6,14.5,6.2,1200,2.67,20.4,,,,,,7.5,6.8,29.1,22.1,,,,,,,,,,3.9,5.5,.5,
131,2021-07-11,26.5,23.6,2239,31,1527,.6,0,,0,,0,7.1,360,1840,4,50,2027,1.5,1293,22.2,63,1513,78.1,26.9,1003.5,1011.3,1034,1009.2,1712,1010.2,14.5,3.9,1500,2.38,15.84,,,,,,8.8,7.8,29.7,23.5,,,,,,,,,,3.1,4.4,0,
131,2021-07-12,28.4,22.7,256,33.4,1522,,,,,,,5.2,20,1420,2.8,50,1827,1.3,1157,22.7,54,1528,72.8,27.6,1003.4,1012.1,859,1008,1808,1010,14.5,6.5,1200,2.92,20.34,,,,,,6.8,4.3,31.1,22.5,,,,,,,,,,4.3,6.2,,
131,2021-07-13,30.4,26.3,530,34.2,1519,,,,,,,6.3,180,1517,3.3,140,1124,1.3,1135,23.7,53,1155,68.9,29.3,1003.2,1011,2325,1008.5,1525,1009.8,14.5,9.9,1100,3.47,23.91,,,,,,6.4,3.3,35.3,24.5,,,,,,,,,,4.8,6.9,,
131,2021-07-14,30,26.2,502,34.1,1250,,,,,,,8.1,250,1343,3.7,250,1307,1.5,1331,23.1,51,1251,67.5,28.2,1005.7,1013.7,2359,1010.8,1,1012.3,14.4,11.6,1300,3.42,24.41,,,,,,7.3,1.8,32.7,24.8,,,,,,,,,,4.9,7,,
131,2021-07-15,29,25,2352,35,1346,,,,,,,7.3,360,1913,4.7,50,1853,1.4,1175,22.2,44,1304,67.8,26.8,1007.7,1015.6,2325,1012.9,1810,1014.3,14.4,7.7,1200,3.65,21.1,,,,,,5.4,3.4,32.9,24.4,,,,,,,,,,4.6,6.5,,
131,2021-07-16,27.4,23.7,540,33.6,1703,1.25,1.5,1444,2.3,1440,2.5,10.6,290,1853,6.1,20,1854,1.2,1045,21.7,51,1703,72,26,1007.8,1016.4,602,1011.5,1801,1014.5,14.4,7,1000,2.85,19.62,,,,,,5.5,3.3,30.8,23.2,,,,,,,,,,3.9,5.5,2.5,
131,2021-07-17,28.1,23.2,454,33.1,1445,,,,,,,8.6,90,1058,4.9,110,1511,2,1765,20.8,48,1435,65.8,24.5,1005.4,1014.3,1,1009.7,1727,1012,14.4,8.8,1400,3.01,24.77,,,,,,5,2.6,32.3,22.6,,,,,,,,,,5.5,7.9,,
131,2021-07-18,28.5,24.5,502,33.4,1341,.13,0,,0,,0,6.5,70,1738,4.4,70,1738,1.7,1493,20.6,47,1343,63.6,24.3,1004.8,1012.5,2310,1009.4,1728,1011.4,14.4,10,1300,3.72,25.16,,,,,,5,1.3,33.1,23.2,,,,,,,,,,4.8,6.9,0,
131,2021-07-19,27.3,25,417,32.4,1355,1.42,1,1417,1.8,1421,1.8,7,340,1425,4,50,1542,1.3,1113,22.2,46,1356,74.1,26.7,1006.6,1014.6,2208,1012.2,316,1013.3,14.4,3.9,1300,3.76,18.82,,,,,,8,5.8,28.7,24,,,,,,,,,,4,5.7,1.8,
131,2021-07-20,28.2,24.7,548,31.7,1710,.1,0,,0,,0,4.2,180,1727,2.6,20,10,1.3,1117,22.8,53,1852,73.6,27.8,1007.7,1015.6,801,1012.8,1739,1014.3,14.3,2.2,1200,1.6,12.88,,,,,,8.1,1.5,29.4,24.2,,,,,,,,,,2.9,4.1,0,
131,2021-07-21,30.5,24.8,554,35.8,1557,,,,,,,7.6,70,1441,4.8,70,1706,1.8,1554,20.4,33,1553,57.1,24,1006.2,1014.5,659,1010.4,1648,1012.7,14.3,12.3,1300,3.51,29.14,,,,,,5.3,.1,35.1,22.4,,,,,,,,,,7,10,,
131,2021-07-22,30.1,25.5,615,35.1,1339,,,,,,,6.9,200,1434,4,160,1509,1.7,1465,21.1,45,1251,59.6,25.1,1004.4,1013,806,1009.4,1750,1011,14.3,12.9,1200,3.67,28.76,,,,,,2.1,0,35.3,22.6,,,,,,,,,,6.6,9.4,,
131,2021-07-23,30.5,26.1,529,35.9,1342,,,,,,,8.6,90,1434,4.4,110,1414,2.1,1807,20.8,34,1436,57.4,24.6,1002.8,1011.1,752,1007.6,1536,1009.3,14.3,13.3,1200,3.69,30.24,,,,,,3.1,0,36.5,24.4,,,,,,,,,,6.6,9.4,,
131,2021-07-24,31.2,26.2,700,35.9,1503,,,,,,,6,110,1631,3.3,110,1728,1.6,1351,21.1,37,1448,56.1,25,1001.6,1009.9,659,1006.6,1604,1008.1,14.2,11.2,1100,3.53,26.06,,,,,,5.6,0,37.1,24.8,,,,,,,,,,6.2,8.9,,
131,2021-07-25,30.5,26.2,607,34,1252,,,,,,,8,90,1137,4.5,110,1143,2.1,1830,20.9,43,1240,57.4,24.7,1000.1,1008.1,310,1005,1821,1006.7,14.2,11.2,1100,3.29,24.68,,,,,,5.9,0,35.5,24.7,,,,,,,,,,5.8,8.3,,
131,2021-07-26,30.6,26,427,35.1,1713,,,,,,,8.6,90,1231,5.4,90,1237,2.5,2117,20.4,39,1504,55.9,24,998,1006.6,1,1002.6,1752,1004.5,14.2,12.8,1200,3.56,28.99,,,,,,1,.5,36.8,24,,,,,,,,,,6.6,9.4,,
131,2021-07-27,30.7,25.7,557,35.5,1443,,,,,,,6.6,90,1617,3.2,70,1226,1.4,1179,21.1,40,1411,57.9,25,996.4,1004.3,1,1000.9,1612,1002.9,14.2,11.5,1200,3.48,24.97,,,,,,1.4,1.4,36.1,23.5,,,,,,,,,,5.5,7.9,,
131,2021-07-28,30.8,27.1,540,35.6,1711,,,,,,,6.6,200,1641,3.3,50,1608,1.5,1261,20.6,39,1713,55.4,24.3,996,1004.3,738,1000.2,1712,1002.5,14.1,8.9,1100,3.42,22.13,,,,,,3.3,3,34.9,26,,,,,,,,,,4.8,6.9,,
131,2021-07-29,30.2,26.7,524,35.8,1625,,,,,,,7.1,290,1848,3.7,290,1848,1.4,1242,22.2,41,1629,63.3,26.7,995.3,1003.7,749,999.7,1707,1001.8,14.1,9.8,1300,2.57,22.27,,,,,,6.3,3,35.7,25.2,,,,,,,,,,4.7,6.7,,
131,2021-07-30,31.3,27.2,509,36.4,1603,,,,,,,5.9,250,1613,3.4,270,1615,1.5,1255,21.8,37,1552,59,26.2,994,1002.1,515,998.4,1719,1000.5,14.1,10.8,1200,3.49,27.4,,,,,,6.1,2.9,38.8,26.5,,,,,,,,,,6,8.5,10.9,
131,2021-07-31,30.1,25.8,238,35,1611,2.93,4.3,225,9.9,215,10.9,6,270,128,3.1,290,1929,1.5,1315,23.4,43,1626,69.3,28.8,994.1,1002,821,998.8,1745,1000.6,14.1,9.1,1400,3.15,24.29,,,,,,4.4,3.5,32.6,25.8,,,,,,,,,,5.1,7.3,,
131,2021-08-01,27.6,24.2,1950,31.8,1335,4.85,3.3,2004,9.3,1919,10.8,8.6,90,1848,4.4,90,1902,1.1,984,23.2,61,1338,77.6,28.4,994.4,1002.5,2142,999,1610,1000.9,14,2.3,1200,1.69,12.27,,,,,,8.8,5,29.3,24.2,,,,,,,,,,2.3,3.2,10.8,
131,2021-08-02,26.4,24.7,220,28.8,1543,5.5,5.1,957,10.6,956,21.5,5,230,1311,2.3,250,1318,.8,678,23.3,70,1635,83.6,28.6,997.1,1005.9,2349,1001.4,133,1003.7,14,2.1,1400,2.13,10.1,,,,,,9.3,6.4,29.4,24.7,,,,,,,,,,1.8,2.6,32.3,
131,2021-08-03,28.4,24.7,110,32.7,1559,1.43,4.4,50,10.8,17,11,5.7,140,1423,2.7,270,1541,1,884,23.8,56,1647,77.4,29.5,1001.2,1009.7,2249,1005.6,212,1007.8,14,4.3,1300,2.24,16.99,,,,,,7.9,4.4,29.5,24.7,,,,,,,,,,3.6,5.1,.2,
131,2021-08-04,30,25.8,511,34.5,1346,.43,0,,0,,0,6,270,1325,2.8,160,1248,1.3,1163,22.3,46,1659,65.4,27.1,1002.2,1010.7,830,1006.7,1639,1008.8,13.9,12.2,1200,3.54,27.52,,,,,,3,2.5,32,25,,,,,,,,,,5.5,7.9,0,
131,2021-08-05,30.4,26.3,632,35.2,1517,,,,,,,6.1,290,1810,3.2,290,1759,1.3,1147,22.6,47,1450,64.4,27.5,999.6,1008.6,48,1003.4,1735,1006.1,13.9,10.9,1300,3.4,24.58,,,,,,3.5,3.1,33.9,25.5,,,,,,,,,,5.1,7.3,,
131,2021-08-06,28.4,23.7,1629,35.5,1504,.5,15.3,1615,17.4,1610,17.4,14.6,180,1617,4.8,230,1619,1.3,1121,22.5,49,1509,71.4,27.3,997,1005.4,1,1000.5,1527,1003.5,13.9,7.3,1000,2.71,20.18,,,,,,7,5.5,33.2,22.8,,,,,,,,,,4,5.8,17.4,
131,2021-08-07,28.2,23.6,247,33.4,1443,.58,0,,0,,0,6.1,250,1353,3.4,290,1644,1.4,1218,21.1,50,1447,67.1,25.1,996.7,1004.2,19,1001.6,1653,1003.3,13.8,10.1,1200,3.16,23.82,,,,,,6.1,2.3,30.5,23.3,,,,,,,,,,4.5,6.4,,
131,2021-08-08,26.9,24.6,444,30.7,1313,,,,,,,7.2,20,1631,4.3,50,1659,1.7,1483,22.1,55,1553,75.6,26.6,996.3,1004.1,1,1001.7,2247,1002.9,13.8,.3,1000,1.5,10.34,,,,,,9.1,2.5,28,24.2,,,,,,,,,,2.7,3.9,,
131,2021-08-09,28.3,24,405,33.2,1549,,,,,,,6.8,360,1218,3.8,70,1258,1.9,1600,19.8,44,1523,61.1,23,996.7,1005.7,2306,1002,159,1003.2,13.8,10.5,1200,3.48,25.89,,,,,,4.1,2.3,31.4,22.5,,,,,,,,,,5.4,7.7,,
131,2021-08-10,27.1,24.7,531,32,1358,.58,0,,0,,0,8.9,50,1523,5.2,70,1529,1.7,1433,20.8,53,1555,68.9,24.5,1001.3,1010.3,2240,1005.5,1,1007.9,13.7,6,1400,2.71,18.77,,,,,,4.1,3.8,30.4,22.6,,,,,,,,,,3.6,5.2,0,
131,2021-08-11,28,24.1,149,32.7,1457,1.02,0,,0,,0,4.4,70,1042,2.4,140,939,1.1,982,20.9,44,1922,67,24.8,1003.5,1011.8,819,1008.1,1623,1010.1,13.7,6.8,1000,3.17,19.62,,,,,,5.3,3.5,31.2,23,,,,,,,,,,3.9,5.5,0,
131,2021-08-12,27.3,24.2,628,31.7,1635,2.08,.7,1425,.8,1415,.8,4.6,20,1754,3.1,50,1740,1.1,950,21.6,50,1629,72,25.8,1002.8,1011.5,931,1007.5,1828,1009.5,13.7,4.8,1100,2.55,15.77,,,,,,7.3,2.9,28.7,23.2,,,,,,,,,,3.1,4.4,.8,
131,2021-08-13,26.7,23.6,449,29,1051,,,,,,,5.9,20,1256,3.5,20,1240,1.7,1487,20.7,58,2146,70.1,24.4,999.8,1008.4,136,1004.5,1705,1006.4,13.6,1.6,1000,2.69,11.98,,,,,,8.8,.5,27.5,22.6,,,,,,,,,,2.7,3.9,,
131,2021-08-14,26.1,24,542,29.5,1634,.02,0,,0,,0,8.1,70,1919,3.9,70,2005,1.9,1662,19.7,53,1632,68.5,22.9,1001.2,1011.2,2335,1005.7,23,1007.8,13.6,2.8,1300,2.17,12.8,,,,,,8.4,3.9,28.6,23.3,,,,,,,,,,3.3,4.7,0,
131,2021-08-15,26.6,21.3,617,31.8,1541,,,,,,,7.6,140,2204,3.6,140,2110,2.1,1807,18.3,42,1345,61.8,21,1007,1015.7,2340,1011.1,126,1013.7,13.6,11.8,1100,3.27,26.49,,,,,,4.5,2.6,32.5,20.6,,,,,,,,,,5.7,8.1,,
131,2021-08-16,26.5,23.2,602,30.4,1527,,,,,,,7.5,50,1420,4.1,90,1710,2.2,1880,17.6,46,1449,58.8,20.1,1007.6,1016.4,734,1012.3,1606,1014.2,13.5,8.2,1000,2.65,19.76,,,,,,5.6,2,31.4,20.7,,,,,,,,,,4.3,6.2,,
131,2021-08-17,25.8,22.1,548,29.3,1532,,,,,,,9.4,70,1202,6.2,20,1400,3,2566,17.4,51,1500,60.6,19.9,1003.3,1013.4,1,1007.4,1819,1009.9,13.5,8,1100,3.02,20.96,,,,,,7.6,6.3,31.8,21.5,,,,,,,,,,4.8,6.9,,
131,2021-08-18,25.2,22.2,550,30.3,1351,.43,0,,0,,0,14.6,90,1808,7.2,90,1814,2.1,1823,17.9,45,1425,65.3,20.6,1003.3,1011.2,954,1008,1623,1009.9,13.5,7,1100,3.51,19.58,,,,,,6.3,5,30.6,21.7,,,,,,,,,,4.2,6,0,
131,2021-08-19,25.3,21.2,539,29.6,1526,.57,0,,0,,0,6.1,90,1811,3.7,90,1831,1.6,1347,18.2,49,1254,66.3,20.9,1005.1,1012.9,2341,1010.4,1716,1011.8,13.4,6.9,1200,2.92,18.24,,,,,,6.6,6.6,29.5,20.5,,,,,,,,,,3.6,5.1,2.1,
131,2021-08-20,26.7,21.7,529,31.6,1445,.38,2.1,211,2.1,207,2.1,5.4,180,1606,3,140,1718,1.6,1341,19.2,45,1423,65.6,22.3,1005.1,1013.6,648,1009.8,1746,1011.8,13.4,9.7,1300,2.71,22.15,,,,,,3.4,1.8,30.9,21.1,,,,,,,,,,4.4,6.3,1.7,
131,2021-08-21,25.1,22.8,1041,28.4,1614,9.63,6.1,1231,12.1,1155,23.1,9.1,110,938,4.9,110,942,1.9,1658,21,67,1,78.9,25,997.7,1010.5,1,1000.1,1209,1004.3,13.4,.8,1400,1.2,6.23,,,,,,9.3,6.4,26.1,22.4,,,,,,,,,,1.5,2.2,21.4,
131,2021-08-22,25.6,23,540,29,1618,.88,.1,,.1,,.1,6.3,250,1116,3.1,250,1547,1.3,1128,21.2,57,1515,77.3,25.2,1002.2,1010.9,2357,1006.5,1,1008.9,13.3,2.8,1400,1.83,13.26,,,,,,8.9,2.3,26.9,21.6,,,,,,,,,,2.3,3.3,1.7,
131,2021-08-23,22.4,21.2,2001,24.7,8,17.2,2.4,1330,9.4,1239,53.2,6.4,360,2004,3.6,50,1718,1.2,1072,20.3,81,10,88.4,23.9,1002.5,1011.8,915,1003.8,2358,1009.3,13.3,0,1000,.74,3.63,,,,,,10,6.9,23.9,21.2,,,,,,,,,,.9,1.2,71.8,
131,2021-08-24,24.7,21.5,25,27.8,1458,12.75,3.9,841,8.4,800,22.8,7.2,250,1725,3.3,250,1820,1.4,1252,22.1,76,1504,86,26.6,994.3,1005.1,2359,998,1256,1000.9,13.3,.2,1200,1.21,6.52,,,,,,8.6,7.3,24.6,21.5,,,,,,,,,,1.4,2,2.6,
131,2021-08-25,23.5,21.8,1304,25.2,1024,12.13,3.3,1441,10.6,1426,28.8,6,50,1416,2.9,20,1422,.7,590,21.6,83,1111,89.4,25.8,1000.4,1009.7,2337,1004.8,201,1007.1,13.2,0,900,.47,4,,,,,,9.9,8.5,24.5,21.8,,,,,,,,,,.9,1.4,28.8,
131,2021-08-26,25.8,22.5,454,29.6,1428,.03,0,,0,,0,4.3,290,1446,2.5,270,1417,1.1,949,21.8,63,1408,79.8,26.2,1006,1014.1,2051,1009.7,1,1012.7,13.2,2.6,1300,2.44,13.55,,,,,,8.8,6,27.1,22.2,,,,,,,,,,2.4,3.4,0,
131,2021-08-27,22.5,20,1321,25.7,851,7.2,3.9,955,7.4,952,20.8,5.9,290,1020,2.9,270,1025,1,880,20.1,79,847,86.5,23.6,1006.8,1014.6,2146,1012.3,800,1013.5,13.2,0,1500,.47,3.62,,,,,,9.3,7.4,24.2,20,,,,,,,,,,.8,1.2,20.8,
131,2021-08-28,23.1,19.7,514,26.4,1418,2.13,.3,2335,.3,2333,.3,5.2,50,1058,3,50,1107,1.1,929,19.2,59,1341,79.6,22.3,1007.9,1016.3,726,1013.2,1757,1014.7,13.1,2.7,1000,2.53,13.72,,,,,,9,3.6,24.6,19.6,,,,,,,,,,2.2,3.2,18.5,
131,2021-08-29,22.9,18.6,638,27.3,1714,8,4.7,630,10.3,555,18.2,7.7,70,433,4.4,20,436,1.3,1120,18.4,52,1718,77.4,21.2,1007.5,1015.6,2356,1012.9,1506,1014.2,13.1,5.9,1200,2.9,14.85,,,,,,7.8,4.8,24.7,18.6,,,,,,,,,,2.8,4,0,
131,2021-08-30,23.5,20.7,407,26.2,1528,1.67,0,,0,,0,3.4,70,1351,2.1,50,1648,.8,674,19.4,60,1837,78.8,22.6,1009.4,1017.4,947,1015.1,1453,1016.2,13,.2,1200,1.09,8.41,,,,,,9.4,6.9,24.6,19.7,,,,,,,,,,1.5,2.2,0,
131,2021-08-31,22.9,20.6,1851,26.2,1234,8.62,.5,2017,1.9,1948,2.2,8.1,50,1720,4.9,20,1651,1.5,1263,19.2,55,1243,80.8,22.3,1007.7,1016.9,758,1010.4,2359,1014.4,13,.2,1100,1.32,8.3,,,,,,9.8,7.4,24.2,20.6,,,,,,,,,,1.7,2.5,68.6,
131,2021-09-01,22.5,22,914,23.3,959,8.17,6.9,650,20.8,618,66.5,6.7,20,1654,3.3,50,1231,1.8,1531,20.5,83,1554,88.4,24.1,1002.4,1010.7,2156,1007.2,737,1009.1,13,0,1500,.82,5.43,,,,,,9.8,8.1,23.7,21.6,,,,,,,,,,1.5,2.1,.1,
